transaction_id,business_id,business_name,date,time,datetime,amount,client_id,client_name,vendor_id,vendor_name,weekday,month,year,hour
TXN000013,NEG001,Tienda de Carmita,2025-04-02,08:16:47,2025-04-02 08:16:37,7.9,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Wednesday,4,2025,8
TXN000014,NEG001,Tienda de Carmita,2025-04-03,09:14:48,2025-04-03 09:14:03,34.92,CLI001,María Ruiz,VEN001,Carmita Suárez,Thursday,4,2025,9
TXN000015,NEG001,Tienda de Carmita,2025-04-03,09:40:24,2025-04-03 09:40:24,8.54,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Thursday,4,2025,9
TXN000016,NEG001,Tienda de Carmita,2025-04-03,09:33:43,2025-04-03 09:33:46,11.42,CLI004,Rosa Molina,VEN002,Josué Intriago,Thursday,4,2025,9
TXN000017,NEG001,Tienda de Carmita,2025-04-03,13:48:27,2025-04-03 13:48:10,11.9,CLI004,Rosa Molina,VEN001,Carmita Suárez,Thursday,4,2025,13
TXN000018,NEG001,Tienda de Carmita,2025-04-03,10:56:32,2025-04-03 10:56:58,26.17,CLI009,Miguel Ríos,VEN002,Josué Intriago,Thursday,4,2025,10
TXN000019,NEG001,Tienda de Carmita,2025-04-03,13:19:23,2025-04-03 13:19:48,30.01,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Thursday,4,2025,13
TXN000020,NEG001,Tienda de Carmita,2025-04-04,15:58:59,2025-04-04 15:58:23,3.52,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,15
TXN000021,NEG001,Tienda de Carmita,2025-04-04,19:19:05,2025-04-04 19:19:05,11.04,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,19
TXN000022,NEG001,Tienda de Carmita,2025-04-04,14:48:35,2025-04-04 14:48:10,20.28,CLI001,María Ruiz,VEN001,Carmita Suárez,Friday,4,2025,14
TXN000023,NEG001,Tienda de Carmita,2025-04-04,13:27:44,2025-04-04 13:27:12,33.88,CLI008,Elena Castro,VEN002,Josué Intriago,Friday,4,2025,13
TXN000024,NEG001,Tienda de Carmita,2025-04-04,17:42:07,2025-04-04 17:42:15,23.97,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Friday,4,2025,17
TXN000025,NEG001,Tienda de Carmita,2025-04-05,13:35:40,2025-04-05 13:35:03,10.75,CLI002,Juan Pérez,VEN001,Carmita Suárez,Saturday,4,2025,13
TXN000026,NEG001,Tienda de Carmita,2025-04-05,11:55:31,2025-04-05 11:55:13,13.91,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Saturday,4,2025,11
TXN000027,NEG001,Tienda de Carmita,2025-04-05,10:59:30,2025-04-05 10:59:51,31.3,CLI004,Rosa Molina,VEN001,Carmita Suárez,Saturday,4,2025,10
TXN000028,NEG001,Tienda de Carmita,2025-04-05,11:06:55,2025-04-05 11:06:46,24.26,CLI002,Juan Pérez,VEN001,Carmita Suárez,Saturday,4,2025,11
TXN000029,NEG001,Tienda de Carmita,2025-04-05,13:41:55,2025-04-05 13:41:06,6.6,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Saturday,4,2025,13
TXN000030,NEG001,Tienda de Carmita,2025-04-06,12:08:59,2025-04-06 12:08:04,16.79,CLI002,Juan Pérez,VEN001,Carmita Suárez,Sunday,4,2025,12
TXN000031,NEG001,Tienda de Carmita,2025-04-06,13:06:05,2025-04-06 13:06:59,5.09,CLI010,Patricia Mora,VEN002,Josué Intriago,Sunday,4,2025,13
TXN000032,NEG001,Tienda de Carmita,2025-04-06,15:10:57,2025-04-06 15:10:03,16.3,CLI003,Carlos Andrade,VEN002,Josué Intriago,Sunday,4,2025,15
TXN000033,NEG001,Tienda de Carmita,2025-04-06,11:24:27,2025-04-06 11:24:44,11.85,CLI006,Ana Torres,VEN001,Carmita Suárez,Sunday,4,2025,11
TXN000034,NEG001,Tienda de Carmita,2025-04-06,19:35:13,2025-04-06 19:35:03,24.35,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Sunday,4,2025,19
TXN000035,NEG001,Tienda de Carmita,2025-04-07,10:20:54,2025-04-07 10:20:33,5.3,CLI004,Rosa Molina,VEN001,Carmita Suárez,Monday,4,2025,10
TXN000036,NEG001,Tienda de Carmita,2025-04-07,13:05:55,2025-04-07 13:05:15,30.32,CLI001,María Ruiz,VEN001,Carmita Suárez,Monday,4,2025,13
TXN000037,NEG001,Tienda de Carmita,2025-04-07,13:15:42,2025-04-07 13:15:37,21.74,CLI001,María Ruiz,VEN001,Carmita Suárez,Monday,4,2025,13
TXN000038,NEG001,Tienda de Carmita,2025-04-07,09:59:16,2025-04-07 09:59:25,11.71,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Monday,4,2025,9
TXN000039,NEG001,Tienda de Carmita,2025-04-07,13:19:00,2025-04-07 13:19:29,17.9,CLI008,Elena Castro,VEN002,Josué Intriago,Monday,4,2025,13
TXN000040,NEG001,Tienda de Carmita,2025-04-07,10:06:59,2025-04-07 10:06:22,5.81,CLI002,Juan Pérez,VEN001,Carmita Suárez,Monday,4,2025,10
TXN000041,NEG001,Tienda de Carmita,2025-04-08,12:18:39,2025-04-08 12:18:51,8.47,CLI006,Ana Torres,VEN002,Josué Intriago,Tuesday,4,2025,12
TXN000042,NEG001,Tienda de Carmita,2025-04-08,14:42:56,2025-04-08 14:42:08,29.24,CLI002,Juan Pérez,VEN001,Carmita Suárez,Tuesday,4,2025,14
TXN000043,NEG001,Tienda de Carmita,2025-04-08,11:47:45,2025-04-08 11:47:21,20.93,CLI002,Juan Pérez,VEN001,Carmita Suárez,Tuesday,4,2025,11
TXN000044,NEG001,Tienda de Carmita,2025-04-08,13:54:54,2025-04-08 13:54:03,11.82,CLI003,Carlos Andrade,VEN002,Josué Intriago,Tuesday,4,2025,13
TXN000045,NEG001,Tienda de Carmita,2025-04-08,12:53:40,2025-04-08 12:53:16,12.22,CLI001,María Ruiz,VEN002,Josué Intriago,Tuesday,4,2025,12
TXN000046,NEG001,Tienda de Carmita,2025-04-08,12:35:56,2025-04-08 12:35:44,25.73,CLI004,Rosa Molina,VEN001,Carmita Suárez,Tuesday,4,2025,12
TXN000047,NEG001,Tienda de Carmita,2025-04-08,15:02:08,2025-04-08 15:02:02,29.79,CLI004,Rosa Molina,VEN001,Carmita Suárez,Tuesday,4,2025,15
TXN000048,NEG001,Tienda de Carmita,2025-04-09,19:55:42,2025-04-09 19:55:06,4.76,CLI002,Juan Pérez,VEN001,Carmita Suárez,Wednesday,4,2025,19
TXN000049,NEG001,Tienda de Carmita,2025-04-09,13:56:59,2025-04-09 13:56:59,31.05,CLI009,Miguel Ríos,VEN002,Josué Intriago,Wednesday,4,2025,13
TXN000050,NEG001,Tienda de Carmita,2025-04-09,11:51:47,2025-04-09 11:51:59,29.04,CLI007,Pedro Vega,VEN001,Carmita Suárez,Wednesday,4,2025,11
TXN000051,NEG001,Tienda de Carmita,2025-04-09,12:51:10,2025-04-09 12:51:50,24.6,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Wednesday,4,2025,12
TXN000052,NEG001,Tienda de Carmita,2025-04-09,17:55:58,2025-04-09 17:55:29,4.72,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Wednesday,4,2025,17
TXN000053,NEG001,Tienda de Carmita,2025-04-10,15:14:55,2025-04-10 15:14:04,4.25,CLI001,María Ruiz,VEN001,Carmita Suárez,Thursday,4,2025,15
TXN000054,NEG001,Tienda de Carmita,2025-04-10,11:22:34,2025-04-10 11:22:21,23.71,CLI003,Carlos Andrade,VEN002,Josué Intriago,Thursday,4,2025,11
TXN000055,NEG001,Tienda de Carmita,2025-04-10,08:56:16,2025-04-10 08:56:02,34.07,CLI001,María Ruiz,VEN002,Josué Intriago,Thursday,4,2025,8
TXN000056,NEG001,Tienda de Carmita,2025-04-10,12:22:32,2025-04-10 12:22:07,26.45,CLI002,Juan Pérez,VEN001,Carmita Suárez,Thursday,4,2025,12
TXN000057,NEG001,Tienda de Carmita,2025-04-10,13:12:59,2025-04-10 13:12:51,11.52,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Thursday,4,2025,13
TXN000058,NEG001,Tienda de Carmita,2025-04-11,15:23:39,2025-04-11 15:23:20,17.09,CLI008,Elena Castro,VEN002,Josué Intriago,Friday,4,2025,15
TXN000059,NEG001,Tienda de Carmita,2025-04-11,14:46:20,2025-04-11 14:46:25,31.85,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Friday,4,2025,14
TXN000060,NEG001,Tienda de Carmita,2025-04-11,15:12:57,2025-04-11 15:12:11,16.74,CLI008,Elena Castro,VEN001,Carmita Suárez,Friday,4,2025,15
TXN000061,NEG001,Tienda de Carmita,2025-04-11,09:25:27,2025-04-11 09:25:50,20.76,CLI001,María Ruiz,VEN001,Carmita Suárez,Friday,4,2025,9
TXN000062,NEG001,Tienda de Carmita,2025-04-11,10:20:30,2025-04-11 10:20:50,18.15,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Friday,4,2025,10
TXN000063,NEG001,Tienda de Carmita,2025-04-11,19:47:40,2025-04-11 19:47:39,8.85,CLI001,María Ruiz,VEN001,Carmita Suárez,Friday,4,2025,19
TXN000064,NEG001,Tienda de Carmita,2025-04-12,15:43:02,2025-04-12 15:43:15,13.28,CLI006,Ana Torres,VEN001,Carmita Suárez,Saturday,4,2025,15
TXN000065,NEG001,Tienda de Carmita,2025-04-12,16:54:36,2025-04-12 16:54:12,27.71,CLI003,Carlos Andrade,VEN002,Josué Intriago,Saturday,4,2025,16
TXN000066,NEG001,Tienda de Carmita,2025-04-12,17:31:57,2025-04-12 17:31:48,16.09,CLI001,María Ruiz,VEN001,Carmita Suárez,Saturday,4,2025,17
TXN000067,NEG001,Tienda de Carmita,2025-04-12,08:49:33,2025-04-12 08:49:29,16.89,CLI001,María Ruiz,VEN002,Josué Intriago,Saturday,4,2025,8
TXN000068,NEG001,Tienda de Carmita,2025-04-12,11:58:42,2025-04-12 11:58:33,30.22,CLI003,Carlos Andrade,VEN002,Josué Intriago,Saturday,4,2025,11
TXN000069,NEG001,Tienda de Carmita,2025-04-13,09:39:58,2025-04-13 09:39:35,29.17,CLI007,Pedro Vega,VEN001,Carmita Suárez,Sunday,4,2025,9
TXN000070,NEG001,Tienda de Carmita,2025-04-13,11:47:53,2025-04-13 11:47:40,30.64,CLI003,Carlos Andrade,VEN002,Josué Intriago,Sunday,4,2025,11
TXN000071,NEG001,Tienda de Carmita,2025-04-13,13:31:18,2025-04-13 13:31:15,23.24,CLI002,Juan Pérez,VEN001,Carmita Suárez,Sunday,4,2025,13
TXN000072,NEG001,Tienda de Carmita,2025-04-13,12:57:44,2025-04-13 12:57:09,20.51,CLI001,María Ruiz,VEN001,Carmita Suárez,Sunday,4,2025,12
TXN000073,NEG001,Tienda de Carmita,2025-04-13,14:26:13,2025-04-13 14:26:53,16.34,CLI004,Rosa Molina,VEN001,Carmita Suárez,Sunday,4,2025,14
TXN000074,NEG001,Tienda de Carmita,2025-04-13,13:44:30,2025-04-13 13:44:00,4.12,CLI007,Pedro Vega,VEN001,Carmita Suárez,Sunday,4,2025,13
TXN000075,NEG001,Tienda de Carmita,2025-04-13,11:48:34,2025-04-13 11:48:47,15.78,CLI007,Pedro Vega,VEN002,Josué Intriago,Sunday,4,2025,11
TXN000076,NEG001,Tienda de Carmita,2025-04-14,15:31:21,2025-04-14 15:31:42,10.41,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Monday,4,2025,15
TXN000077,NEG001,Tienda de Carmita,2025-04-14,17:46:39,2025-04-14 17:46:34,8.7,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Monday,4,2025,17
TXN000078,NEG001,Tienda de Carmita,2025-04-14,12:37:08,2025-04-14 12:37:55,21.28,CLI001,María Ruiz,VEN001,Carmita Suárez,Monday,4,2025,12
TXN000079,NEG001,Tienda de Carmita,2025-04-14,08:16:48,2025-04-14 08:16:56,15.44,CLI002,Juan Pérez,VEN001,Carmita Suárez,Monday,4,2025,8
TXN000080,NEG001,Tienda de Carmita,2025-04-14,12:16:03,2025-04-14 12:16:22,29.8,CLI003,Carlos Andrade,VEN002,Josué Intriago,Monday,4,2025,12
TXN000081,NEG001,Tienda de Carmita,2025-04-14,11:49:15,2025-04-14 11:49:12,33.65,CLI001,María Ruiz,VEN001,Carmita Suárez,Monday,4,2025,11
TXN000082,NEG001,Tienda de Carmita,2025-04-14,15:15:13,2025-04-14 15:15:29,7.48,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Monday,4,2025,15
TXN000083,NEG001,Tienda de Carmita,2025-04-15,15:38:52,2025-04-15 15:38:10,22.63,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Tuesday,4,2025,15
TXN000084,NEG001,Tienda de Carmita,2025-04-15,08:37:24,2025-04-15 08:37:25,4.31,CLI002,Juan Pérez,VEN001,Carmita Suárez,Tuesday,4,2025,8
TXN000085,NEG001,Tienda de Carmita,2025-04-15,10:04:44,2025-04-15 10:04:49,22.15,CLI006,Ana Torres,VEN001,Carmita Suárez,Tuesday,4,2025,10
TXN000086,NEG001,Tienda de Carmita,2025-04-15,13:38:02,2025-04-15 13:38:22,28.87,CLI006,Ana Torres,VEN001,Carmita Suárez,Tuesday,4,2025,13
TXN000087,NEG001,Tienda de Carmita,2025-04-15,10:23:26,2025-04-15 10:23:52,5.67,CLI004,Rosa Molina,VEN001,Carmita Suárez,Tuesday,4,2025,10
TXN000088,NEG001,Tienda de Carmita,2025-04-15,09:23:27,2025-04-15 09:23:11,23.52,CLI006,Ana Torres,VEN002,Josué Intriago,Tuesday,4,2025,9
TXN000089,NEG001,Tienda de Carmita,2025-04-16,11:39:27,2025-04-16 11:39:52,28.96,CLI004,Rosa Molina,VEN001,Carmita Suárez,Wednesday,4,2025,11
TXN000090,NEG001,Tienda de Carmita,2025-04-16,16:20:56,2025-04-16 16:20:28,30.33,CLI006,Ana Torres,VEN001,Carmita Suárez,Wednesday,4,2025,16
TXN000091,NEG001,Tienda de Carmita,2025-04-16,12:36:54,2025-04-16 12:36:20,22.73,CLI002,Juan Pérez,VEN001,Carmita Suárez,Wednesday,4,2025,12
TXN000092,NEG001,Tienda de Carmita,2025-04-16,11:22:44,2025-04-16 11:22:56,28.63,CLI002,Juan Pérez,VEN002,Josué Intriago,Wednesday,4,2025,11
TXN000093,NEG001,Tienda de Carmita,2025-04-16,11:33:31,2025-04-16 11:33:35,33.36,CLI001,María Ruiz,VEN002,Josué Intriago,Wednesday,4,2025,11
TXN000094,NEG001,Tienda de Carmita,2025-04-16,17:41:18,2025-04-16 17:41:14,25.92,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Wednesday,4,2025,17
TXN000095,NEG001,Tienda de Carmita,2025-04-16,11:19:22,2025-04-16 11:19:27,24.41,CLI002,Juan Pérez,VEN001,Carmita Suárez,Wednesday,4,2025,11
TXN000096,NEG001,Tienda de Carmita,2025-04-17,09:44:46,2025-04-17 09:44:12,17.79,CLI002,Juan Pérez,VEN001,Carmita Suárez,Thursday,4,2025,9
TXN000097,NEG001,Tienda de Carmita,2025-04-17,13:34:47,2025-04-17 13:34:30,33.45,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Thursday,4,2025,13
TXN000098,NEG001,Tienda de Carmita,2025-04-17,13:48:12,2025-04-17 13:48:18,20.03,CLI002,Juan Pérez,VEN001,Carmita Suárez,Thursday,4,2025,13
TXN000099,NEG001,Tienda de Carmita,2025-04-17,11:19:03,2025-04-17 11:19:35,3.95,CLI004,Rosa Molina,VEN001,Carmita Suárez,Thursday,4,2025,11
TXN000100,NEG001,Tienda de Carmita,2025-04-17,11:40:36,2025-04-17 11:40:18,30.86,CLI003,Carlos Andrade,VEN002,Josué Intriago,Thursday,4,2025,11
TXN000101,NEG001,Tienda de Carmita,2025-04-17,09:21:30,2025-04-17 09:21:07,9.31,CLI001,María Ruiz,VEN002,Josué Intriago,Thursday,4,2025,9
TXN000102,NEG001,Tienda de Carmita,2025-04-17,17:31:09,2025-04-17 17:31:51,5.83,CLI004,Rosa Molina,VEN001,Carmita Suárez,Thursday,4,2025,17
TXN000103,NEG001,Tienda de Carmita,2025-04-18,11:07:39,2025-04-18 11:07:14,21.08,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Friday,4,2025,11
TXN000104,NEG001,Tienda de Carmita,2025-04-18,17:28:27,2025-04-18 17:28:19,32.12,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,17
TXN000105,NEG001,Tienda de Carmita,2025-04-18,08:39:40,2025-04-18 08:39:13,33.74,CLI001,María Ruiz,VEN002,Josué Intriago,Friday,4,2025,8
TXN000106,NEG001,Tienda de Carmita,2025-04-18,11:10:26,2025-04-18 11:10:28,11.06,CLI004,Rosa Molina,VEN001,Carmita Suárez,Friday,4,2025,11
TXN000107,NEG001,Tienda de Carmita,2025-04-18,17:18:55,2025-04-18 17:18:29,4.53,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,17
TXN000108,NEG001,Tienda de Carmita,2025-04-18,11:59:51,2025-04-18 11:59:59,11.83,CLI006,Ana Torres,VEN001,Carmita Suárez,Friday,4,2025,11
TXN000109,NEG001,Tienda de Carmita,2025-04-19,11:41:03,2025-04-19 11:41:10,8.19,CLI002,Juan Pérez,VEN001,Carmita Suárez,Saturday,4,2025,11
TXN000110,NEG001,Tienda de Carmita,2025-04-19,16:28:17,2025-04-19 16:28:32,7.42,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Saturday,4,2025,16
TXN000111,NEG001,Tienda de Carmita,2025-04-19,09:05:38,2025-04-19 09:05:16,22.34,CLI007,Pedro Vega,VEN002,Josué Intriago,Saturday,4,2025,9
TXN000112,NEG001,Tienda de Carmita,2025-04-19,11:43:48,2025-04-19 11:43:43,29.83,CLI004,Rosa Molina,VEN002,Josué Intriago,Saturday,4,2025,11
TXN000113,NEG001,Tienda de Carmita,2025-04-19,14:48:58,2025-04-19 14:48:17,27.32,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Saturday,4,2025,14
TXN000114,NEG001,Tienda de Carmita,2025-04-20,10:52:21,2025-04-20 10:52:20,18.99,CLI001,María Ruiz,VEN001,Carmita Suárez,Sunday,4,2025,10
TXN000115,NEG001,Tienda de Carmita,2025-04-20,15:21:25,2025-04-20 15:21:52,16.47,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Sunday,4,2025,15
TXN000116,NEG001,Tienda de Carmita,2025-04-20,14:29:49,2025-04-20 14:29:25,6.27,CLI002,Juan Pérez,VEN001,Carmita Suárez,Sunday,4,2025,14
TXN000117,NEG001,Tienda de Carmita,2025-04-20,07:42:33,2025-04-20 07:42:23,30.89,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Sunday,4,2025,7
TXN000118,NEG001,Tienda de Carmita,2025-04-20,09:40:08,2025-04-20 09:40:59,17.42,CLI001,María Ruiz,VEN001,Carmita Suárez,Sunday,4,2025,9
TXN000119,NEG001,Tienda de Carmita,2025-04-21,14:07:45,2025-04-21 14:07:10,4.41,CLI004,Rosa Molina,VEN002,Josué Intriago,Monday,4,2025,14
TXN000120,NEG001,Tienda de Carmita,2025-04-21,11:35:07,2025-04-21 11:35:29,16.35,CLI002,Juan Pérez,VEN002,Josué Intriago,Monday,4,2025,11
TXN000121,NEG001,Tienda de Carmita,2025-04-21,17:53:45,2025-04-21 17:53:17,8.35,CLI008,Elena Castro,VEN001,Carmita Suárez,Monday,4,2025,17
TXN000122,NEG001,Tienda de Carmita,2025-04-21,12:30:58,2025-04-21 12:30:38,11.18,CLI004,Rosa Molina,VEN001,Carmita Suárez,Monday,4,2025,12
TXN000123,NEG001,Tienda de Carmita,2025-04-21,08:55:21,2025-04-21 08:55:59,5.7,CLI006,Ana Torres,VEN002,Josué Intriago,Monday,4,2025,8
TXN000124,NEG001,Tienda de Carmita,2025-04-22,11:18:42,2025-04-22 11:18:31,26.37,CLI006,Ana Torres,VEN001,Carmita Suárez,Tuesday,4,2025,11
TXN000125,NEG001,Tienda de Carmita,2025-04-22,14:34:24,2025-04-22 14:34:29,18.76,CLI002,Juan Pérez,VEN002,Josué Intriago,Tuesday,4,2025,14
TXN000126,NEG001,Tienda de Carmita,2025-04-22,10:44:26,2025-04-22 10:44:02,11.02,CLI003,Carlos Andrade,VEN002,Josué Intriago,Tuesday,4,2025,10
TXN000127,NEG001,Tienda de Carmita,2025-04-22,12:45:50,2025-04-22 12:45:52,32.27,CLI003,Carlos Andrade,VEN002,Josué Intriago,Tuesday,4,2025,12
TXN000128,NEG001,Tienda de Carmita,2025-04-22,15:31:21,2025-04-22 15:31:55,33.89,CLI001,María Ruiz,VEN002,Josué Intriago,Tuesday,4,2025,15
TXN000129,NEG001,Tienda de Carmita,2025-04-22,12:06:26,2025-04-22 12:06:55,20.07,CLI003,Carlos Andrade,VEN002,Josué Intriago,Tuesday,4,2025,12
TXN000130,NEG001,Tienda de Carmita,2025-04-22,15:04:44,2025-04-22 15:04:25,18.29,CLI009,Miguel Ríos,VEN001,Carmita Suárez,Tuesday,4,2025,15
TXN000131,NEG001,Tienda de Carmita,2025-04-23,17:54:56,2025-04-23 17:54:48,20.31,CLI008,Elena Castro,VEN001,Carmita Suárez,Wednesday,4,2025,17
TXN000132,NEG001,Tienda de Carmita,2025-04-23,10:02:18,2025-04-23 10:02:14,22.95,CLI002,Juan Pérez,VEN001,Carmita Suárez,Wednesday,4,2025,10
TXN000133,NEG001,Tienda de Carmita,2025-04-23,17:06:10,2025-04-23 17:06:44,27.45,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Wednesday,4,2025,17
TXN000134,NEG001,Tienda de Carmita,2025-04-23,11:02:27,2025-04-23 11:02:09,13.72,CLI001,María Ruiz,VEN001,Carmita Suárez,Wednesday,4,2025,11
TXN000135,NEG001,Tienda de Carmita,2025-04-23,12:36:39,2025-04-23 12:36:55,24.98,CLI001,María Ruiz,VEN001,Carmita Suárez,Wednesday,4,2025,12
TXN000136,NEG001,Tienda de Carmita,2025-04-23,13:15:40,2025-04-23 13:15:16,19.18,CLI004,Rosa Molina,VEN001,Carmita Suárez,Wednesday,4,2025,13
TXN000137,NEG001,Tienda de Carmita,2025-04-24,17:57:22,2025-04-24 17:57:37,12.56,CLI004,Rosa Molina,VEN001,Carmita Suárez,Thursday,4,2025,17
TXN000138,NEG001,Tienda de Carmita,2025-04-24,12:44:24,2025-04-24 12:44:54,11.38,CLI007,Pedro Vega,VEN001,Carmita Suárez,Thursday,4,2025,12
TXN000139,NEG001,Tienda de Carmita,2025-04-24,08:24:18,2025-04-24 08:24:01,21.52,CLI004,Rosa Molina,VEN002,Josué Intriago,Thursday,4,2025,8
TXN000140,NEG001,Tienda de Carmita,2025-04-24,17:25:47,2025-04-24 17:25:03,12.15,CLI004,Rosa Molina,VEN001,Carmita Suárez,Thursday,4,2025,17
TXN000141,NEG001,Tienda de Carmita,2025-04-24,18:31:14,2025-04-24 18:31:38,29.73,CLI007,Pedro Vega,VEN002,Josué Intriago,Thursday,4,2025,18
TXN000142,NEG001,Tienda de Carmita,2025-04-24,15:40:49,2025-04-24 15:40:42,9.49,CLI002,Juan Pérez,VEN002,Josué Intriago,Thursday,4,2025,15
TXN000143,NEG001,Tienda de Carmita,2025-04-25,11:57:02,2025-04-25 11:57:37,23.26,CLI001,María Ruiz,VEN002,Josué Intriago,Friday,4,2025,11
TXN000144,NEG001,Tienda de Carmita,2025-04-25,11:05:12,2025-04-25 11:05:08,32.15,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,11
TXN000145,NEG001,Tienda de Carmita,2025-04-25,16:33:58,2025-04-25 16:33:52,19.31,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,16
TXN000146,NEG001,Tienda de Carmita,2025-04-25,19:18:04,2025-04-25 19:18:09,27.02,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,19
TXN000147,NEG001,Tienda de Carmita,2025-04-25,15:55:54,2025-04-25 15:55:51,24.8,CLI005,Luis Toapanta,VEN001,Carmita Suárez,Friday,4,2025,15
TXN000148,NEG001,Tienda de Carmita,2025-04-25,08:50:23,2025-04-25 08:50:43,15.93,CLI002,Juan Pérez,VEN001,Carmita Suárez,Friday,4,2025,8
TXN000149,NEG001,Tienda de Carmita,2025-04-26,12:52:30,2025-04-26 12:52:01,23.61,CLI002,Juan Pérez,VEN001,Carmita Suárez,Saturday,4,2025,12
TXN000150,NEG001,Tienda de Carmita,2025-04-26,10:20:52,2025-04-26 10:20:29,32.33,CLI002,Juan Pérez,VEN001,Carmita Suárez,Saturday,4,2025,10
TXN000151,NEG001,Tienda de Carmita,2025-04-26,11:41:19,2025-04-26 11:41:31,16.36,CLI001,María Ruiz,VEN002,Josué Intriago,Saturday,4,2025,11
TXN000152,NEG001,Tienda de Carmita,2025-04-26,11:56:47,2025-04-26 11:56:44,20.43,CLI003,Carlos Andrade,VEN001,Carmita Suárez,Saturday,4,2025,11
TXN000153,NEG001,Tienda de Carmita,2025-04-26,13:37:06,2025-04-26 13:37:53,26.88,CLI001,María Ruiz,VEN001,Carmita Suárez,Saturday,4,2025,13
TXN000154,NEG001,Tienda de Carmita,2025-04-26,09:17:15,2025-04-26 09:17:54,4.53,CLI002,Juan Pérez,VEN001,Carmita Suárez,Saturday,4,2025,9
